"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"PdS72.0035","Porte du Silène 72 0035","Plat","Attique","ATT. 3   ","V","B6.3",,"Porte du Silène","Ia1","3,","Période 4, phase 2,","Surtout deuxième","C - D",,"np_10994_24",,197,24.712791306,40.774655185
"PdS74.1082","Porte du Silène 74 1082","Plat","Attique","ATT. 3   ","V","B5.2",,"Porte du Silène","Ib (pièce 7)","4.30","Couche de destruction de la maison.","(Vie, Ve s.), Ive s. et début ou même première moitié du IIIe s.","E",,"np_10230_b","GRANDJEAN  1988, p. 193, pl. 63,2 ; BLONDÉ, ÉtThas 20, pl. 29, 12.",197,24.712791306,40.774655185
"PdS74.1857","Porte du Silène 74 1857","Coupelle","Thasien","THAS. 1  ","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Du Vie s. jusqu’au","C - D",,"np_11695_b",,197,24.712791306,40.774655185
"VAL84.0283.0024","Valma 84 0283 0024","Attique","Attique","ATT. 1","V",,"THV19","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14841","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"PdS72.0043","Porte du Silène 72 0043","Coupe sans anses","Attique","ATT. 1   ","V",,,"Porte du Silène","Ia1","3,","Période 4, phase 2,","Surtout deuxième","C - D",,"np_11706_a",,197,24.712791306,40.774655185
"PdS75.4461","Porte du Silène 75 4461","Skyphos","Attique","ATT. 1   ","V",,,"Porte du Silène","Ib1",,,,,,"np_11767_a",,197,24.712791306,40.774655185
"PdS75.0739","Porte du Silène 75 0739","Coupelle","Attique","ATT. 1   ","V","B5.1",,"Porte du Silène","Ib1","4.24","Période 4, phase 2,",,"D",,"np_11820_20",,197,24.712791306,40.774655185
"PdS71.1453","Porte du Silène 71 1453","Coupelle à une anse","Thasien","THAS. 1  ","C",,,"Porte du Silène","Ia1","3,","Période 4, phase 2,","Deuxième et","C - D",,"np_11709_a",,197,24.712791306,40.774655185
"PdS71.1475","Porte du Silène 71 1475","Salière","Attique","ATT. 1   ","V",,,"Porte du Silène","Ia1","3,","Période 4, phase 2,","Deuxième moitié","D",,"np_11710_a","GRANDJEAN 1988, p. 103",197,24.712791306,40.774655185
"PdS71.1511","Porte du Silène 71 1511","Cratère","Thasien","THAS. 1  ","cé",,,"Porte du Silène","Ia1","3.4","Période 4, phase 1, couche 9, remblai du sol V.","Surtout Ve s. (mais aussi Vie s.) plusieurs tessons de la première moitié du Ive","B - C",,"np_11713_a","BLONDÉ, ÉtThas 20, pl. 40, 2.",197,24.712791306,40.774655185
"PdS71.1533","Porte du Silène 71 1533","Skyphos","Attique","ATT. 1   ","V",,,"Porte du Silène","Ia (pièce ABDE)","3.2","Période 3, phase 2, (sol IV et) substrat couche 8.","Une bonne part Ve s., mais avec des tessons de la première moitié du Ive s. (et en plus grand proportion que dans 3.1).","C",,"np_11714_b","GRANDJEAN 1988, p. 91",197,24.712791306,40.774655185
"PdS71.1477","Porte du Silène 71 1477","Salière","Attique","ATT. 1   ","V",,,"Porte du Silène","Ia1","3,","Période 4, phase 2,","Deuxième moitié","C - D",,"np_11715_a",,197,24.712791306,40.774655185
"PdS75.4307","Porte du Silène 75 4307","Godet à profil","Attique","ATT. 1B  ","V",,,"Porte du Silène","Ib (aire AEGH)","4.4","Période 3, phase 3, sol V et substrat couche 8.","Vie-Ve s., ne descendant pas au-delà du milieu du Ive s.","B - C",,"np_11716_b","BLONDÉ, ÉtThas 20, pl. 26, 2.",197,24.712791306,40.774655185
"VAL85.0066.0055","Valma 85 0066 0055","Attique","Attique","ATT. 1   ","V","B3.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14872","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"PdS71.1428","Porte du Silène 71 1428","Lampe","Thasien","THAS. 4  ","V",,,"Porte du Silène","Ia1","3,","Période 4, phase 3,","Cf. sur sol VI,","C - D",,"np_11743_b et 8754_a","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS72.1255","Porte du Silène 72 1255","Coupelle","Attique","ATT. 1   ","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Cf. contexte 4.6","D",,"np_11733_a",,197,24.712791306,40.774655185
"PdS71.2703","Porte du Silène 71 2703","Coupelle","Thasien","THAS. 1B ","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Cf. contexte 4.6","D",,"np_11733_b"," BLONDÉ, Ét   0,",197,24.712791306,40.774655185
"PdS72.1344","Porte du Silène 72 1344","Skyphos","Thasien","THAS. 1  ","V","A1",,"Porte du Silène","Ib2","4.9","Période 4, phase 1, sol VI et son substrat (couche 9)","Contexte pas très caractéristique : les tessons les plus récents sont du deuxième quart du Ive s. ; l'un d'eux (ce skyphos) peut appartenir à la decennie 350-340. …","C - D",,"np_11735_b","GRANDJEAN 1988, p. 181.",197,24.712791306,40.774655185
"VAL84.0174.0024","Valma 84 0174 0024","Thasien","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_ 14848","BLONDÉ, BCH 113 (1989), cat. 120, fig. 11",51,24.714763980,40.780145908
"PdS71.3407","Porte du Silène 71 3407","Coupe-skyphos","Attique","ATT. 2   ","V",,,"Porte du Silène","Ia1","3.4","Période 4, phase 1, couche 9, remblai du sol V.","Surtout Ve s. (mais aussi Vie s.) plusieurs tessons de la première moitié du Ive","B - C",,"np_11743_a",,197,24.712791306,40.774655185
"PdS75.0154","Porte du Silène 75 0154","Coupe-skyphos","Thasien","THAS. 1  ","C",,,"Porte du Silène","Ia4","3,","Période 4, phase 3,","Du Vie s. à la","E - F",,"np_19334",,197,24.712791306,40.774655185
"PdS75.4431","Porte du Silène 75 4431","Coupe-skyphos","Thasien","THAS. 1 ?","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Cf. contexte 4.6","D",,"np_19338",,197,24.712791306,40.774655185
"PdS71.3108","Porte du Silène 71 3108","Coupe-skyphos","Thasien","THAS. 2  ","V","A1",,"Porte du Silène","Ia (pièce 1)",,"Couche de destruction de la maison.","(Vie, Ve s.), Ive s. (et notamment deuxième moitié du Ive s.) ; les tessons les plus récents ne dépassent pas le milieu du IIIe s.","D - E - F",,"np_19343","BLONDÉ, ÉtThas 20, pl. 6, 4",197,24.712791306,40.774655185
"PdS73.3455","Porte du Silène 73 3455","Lampe","Attique","ATT. 3   ","V",,,"Porte du Silène","Ia2","3,","Période 4, phase 4,","Couvre l’ensemble"," D - E",,"np_19347",,197,24.712791306,40.774655185
"PdS73.3429","Porte du Silène 73 3429","Lopas","Thasien","THAS. 2  ","C",,,"Porte du Silène","Ia2","3,","Période 4, phase 4,","Couvre l’ensemble","G",,"np_19349",,197,24.712791306,40.774655185
"PdS72.1300","Porte du Silène 72 1300","Skyphos","Attique","ATT. 2   ","V","A1, A2",,"Porte du Silène","Ib1","4.","Période 4, phase 3,","Rares tessons, en","D",,"np_19350","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS72.1291","Porte du Silène 72 1291","Coupe à une anse","Thasien","THAS. 1  ","V",,,"Porte du Silène","Ib1","4.","s. 643? (D2). Période 4, phase 3, couche 12 sous sol IX.","Rares tessons, en","C - D",,"np_19353",,197,24.712791306,40.774655185
"PdS72.4125+","Porte du Silène 72 4125 +","Coupe-skyphos","Thasien","THAS. 1  ","C",,,"Porte du Silène","Iia (pièce 2)","5.","Couche de destruction de la maison.",,,"N388_031 N388_032","np_19354","BLONDÉ, ÉtThas 20, pl. 6, 1",197,24.712791306,40.774655185
"PdS73.3443","Porte du Silène 73 3443","Plat","Thasien","THAS. 1  ","C",,,"Porte du Silène","Ia2","3,","Période 4, phase 4,","Couvre l’ensemble","D - E - F",,"np_19356",,197,24.712791306,40.774655185
"PdS73.3436","Porte du Silène 73 3436","Lékanè","Thasien","THAS. 1  ","C",,,"Porte du Silène","Ia2","3,","Période 4, phase 4,","Couvre l’ensemble","C - D",,"np_19360","BLONDÉ, Ét   0,",197,24.712791306,40.774655185
"PdS72.4453","Porte du Silène 72 4453","Coupelle","Attique","ATT. 1B  ","V",,,"Porte du Silène","Ia4","3,","Période 4, phase 3,","Du Vie s. à la","E",,"np_19375 et np_11819_b","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS72.1284","Porte du Silène 72 1284","Guttus","Attique","ATT. 1   ","V",,,"Porte du Silène","Ib1","4.","Période 4, phase 3,","Rares tessons, en","C - D",,"np_19390",,197,24.712791306,40.774655185
"PdS72.4444","Porte du Silène 72 4444","Lopas","Thasien","THAS.    ","C",,,"Porte du Silène","Ia4","3,","Période 4, phase 3,","Du Vie s. à la","D - E",,"np_19391",,197,24.712791306,40.774655185
"PdS72.4433","Porte du Silène 72 4433","Lampe","Attique","ATT. 2.2 ","V",,,"Porte du Silène","Ia4","3,","Période 4, phase 3,","Du Vie s. à la","C",,"np_19397",,197,24.712791306,40.774655185
"PdS75.0217+","Porte du Silène 75 0217 +","Coupe","Thasien","THAS.","cé",,"THG23","Porte du Silène","Ia4","3.","Période 4, pièce 4, phase 3, remblai entre sol III et sol IV.","Du Vie s. à la",,,"np_19404",,197,24.712791306,40.774655185
"PdS73.3510","Porte du Silène 73 3510","Coupe-skyphos","Thasien","THAS. 2  ","C",,,"Porte du Silène","Ia4","3,","Période 4, phase 3,","Du Vie s. à la","D - E - F",,"np_19406","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS75.4867","Porte du Silène 75 4867","Coupe-skyphos","Attique","ATT. 2   ","V",,,"Porte du Silène","Ib2","Non numéroté (antérieur au 4.3)","Période 3, phase 2, sol Ivb et couche 7b.","Considéré comme le seul élément du début du Ive s. dans un contexte plus ancien (quelques éléments de la deuxième moitié du Ve s.)","B",,"np_11761_a","GRANDJEAN 1988, p. 164, pl. 58, 6.",197,24.712791306,40.774655185
"PdS74.1888","Porte du Silène 74 1888","Canthare","Thasien","THAS. 2  ",,,,"Porte du Silène","Ib1","4.","Période 4, phase 2,","Du Vie s. jusqu’au",,,"np_11767_c",,197,24.712791306,40.774655185
"PdS71.1461","Porte du Silène 71 1461","Support de marmite","Thasien","THAS. 1  ","C",,,"Porte du Silène","Ia1","3.7","Période 4, phase 2,","Deuxième et","C - D","N388_047","np_11769","GRANDJEAN, BCH 109",197,24.712791306,40.774655185
"PdS72.0064bis","Porte du Silène 72 0064 bis","Coupelle à une anse","Thasien","THAS. 1","C",,"THG","Porte du Silène","Ia1","3.   Période 4, phase 3",,"De ca 500 à ca","C - D",,"np_12283_08_b","GRANDJEAN 1988, p. 105",197,24.712791306,40.774655185
"PdS71.1425","Porte du Silène 71 1425","Coupelle à une anse","Thasien","THAS. 3  ","C",,,"Porte du Silène","Ia1","3,","Période 4, phase 3,","Cf. sur sol VI,","C - D",,"np_8753_b","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS72.0866","Porte du Silène 72 0866","Support de marmite","Thasien","THAS. 1  ","C",,,"Porte du Silène","Rue du rempart, tonçon oriental",,"Comblement d’une fosse contre le rempart, depuis niveau orifice (niveau sol IX) à l'Est de la porte du Silène, comblement recouvert.","Le matériel s'échelonne entre le Vie s. et le milieu du IIIe s., avec une nette prédominance pour les tessons datables entre 350 et 250.","D - E - H",,"np_11824_b","GRANDJEAN, BCH 109 (1985), fig. 11 et 12 p. 271, cat 8.",197,24.712791306,40.774655185
"PdS75.0782","Porte du Silène 75 0782","Guttus","Attique","ATT. 1   ","V",,,"Porte du Silène","Ib6","4.","Période 4, phase 2,   Trouvé dans le",,"D",,"np_11826_a","BLONDÉ, ÉtThas 20,",197,24.712791306,40.774655185
"PdS74.2120","Porte du Silène 74 2120","Coupe à une anse","Thasien","THAS. 2  ","CC",,,"Porte du Silène","Ib3","4.","Période 4, phase 3,","Matériel abondant,"," D - E",,"np_10230_e(ii)","GRANDJEAN  1988, p.",197,24.712791306,40.774655185
"PdS72.1271","Porte du Silène 72 1271","Coupelle/bol","Thasien","THAS.    ","C",,,"Porte du Silène","Ib","4.30","Couche de destruction de la maison.","(Vie, Ve s.), Ive s. et début ou même première moitié du IIIe s.","H",,"np_11832_b",,197,24.712791306,40.774655185
"PdS74.0179","Porte du Silène 74 0179","Support de marmite","Thasien","THAS. 1  ","C",,,"Porte du Silène","Rue du rempart, tonçon oriental",,"Comblement d’une fosse contre le rempart, depuis niveau orifice (niveau sol IX) à l'Est de la porte du Silène","Le matériel de la fosse s'échelonne entre le Vie s. et le milieu du IIIe s., avec une nette prédominance pour les tessons datables entre 350 et 250.","D - E - H",,"np_11840 et  np_11840_b","GRANDJEAN, BCH 109 (1985), fig. 13 et 14 p. 271, cat 10. BLONDÉ, ÉtThas 20, pl. 74,2.",197,24.712791306,40.774655185
"PdS75.1890","Porte du Silène 75 1890","Lopas","Thasien","THAS. 2  ","C",,,"Porte du Silène","Ib7","4.","Période 4, phase 2 :","Du Vie au Ive s.",,,"np_10230_v(ii)",,197,24.712791306,40.774655185
"VAL84.0194.0057","Valma 84 0194 0057",,"Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14825","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0046","Valma 85 0066 0046","Salière","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14826",,51,24.714763980,40.780145908
"VAL84.0264.0034","Valma 84 0264 0034","Salière","Attique","ATT. 1","V",,"THV17","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330."," C - D",,"np_14827","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0021","Valma 84 0283 0021","Lampe","Thasien","THAS. 4  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14829","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0025","Valma 84 0227 0025","Lampe","Thasien","THAS. 4  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14830","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0041","Valma 85 0066 0041","Lampe","Thasien","THAS. 4  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","CD 0675/46","np_14831","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.0013[2]","Valma 84 0135 0013 [2]","Lampe","Thasien","THAS. 4  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14834","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0016","Valma 84 0174 0016","Lécythe aryballisque","Attique","ATT. 1   ","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14835","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0036","Valma 84 0235 0036","Lécythe aryballisque","Attique","ATT. 1   ","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14836","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0020[2]","Valma 84 0283 0020 [2]","Chytra","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14837","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.62","Valma 84 0194 62","Coupelle","Thasien","THAS. 1  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14849","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0081","Valma 84 0194 0081","Coupelle","Thasien","THAS. 1. ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14850","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0036","Valma 84 0170 0036","Bol","Attique","ATT. 1B  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14851","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0046","Valma 84 0264 0046","Bol","Attique","ATT. 1B  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14852","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0152.0027","Valma 85 0152 0027","Bolsal","Attique","ATT. 1   ","V","B3.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14857","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0089","Valma 84 0194 0089","Bolsal","Attique","ATT. 1   ","V","B3.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14860","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0063","Valma 84 0194 0063","Coupe-canthare","Attique","ATT. 1   ","V","B6.2",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14882","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0037","Valma 84 0235 0037","Skyphos","Attique","ATT. 1   ","VN","A1",,"Valma Puits rond","Puits rond","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14889","BLONDÉ, BCH 113 (1989) , cat. 136, fig. 12 (publié par erreur comme thasien)",51,24.714763980,40.780145908
"VAL84.0194.0070","Valma 84 0194 0070","Skyphos","Thasien","THAS. 1  ","V","A1",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14890","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0082","Valma 84 0194 0082","Lampe","Thasien","THAS. 1.1","En",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14895","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.00152.0030","Valma 84 00152 0030","Lampe","Attique","ATT. 2.2 ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14896","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0035","Valma 84 0142 0035","Canthare","Thasien","THAS. 2  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14899","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0011","Valma 84 0119 0011","Coupe-canthare","Attique","ATT. 2   ","V","D1",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14900",,51,24.714763980,40.780145908
"VAL84.0227.0044","Valma 84 0227 0044","Coupe-canthare","Attique","ATT. 2   ","V","D1",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14901","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0020","Valma 84 0152 0020","Lampe","Attique","ATT. 2.2 ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14904","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0025","Valma 84 0283 0025","Guttus","Thasien","THAS. 1  ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14907","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0029","Valma 84 0142 0029","Bol-lékanè","Thasien","THAS. 1  ","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14913","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0076.0139","Valma 84 0076 0139","Skyphos","Attique","ATT. 1   ","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14914","BLONDÉ, BCH 113",51,24.714763980,40.780145908
