"ID";"Description"
1462;"Deux fragments de vasque de lékanè, près du bord. R 4386, 12. COULIÉ, Thèse 1996, p. 191. À la naissance de la vasque, une bande rouge, flanquée de part et d'autre d'un filet vernis. Sur la frise animalière, un grand herbivore vers la droite, affronté à une panthère, au masque tordu, vers la gauche. Sur le second fragment, on retrouve un groupe analogue, orienté en sens inverse : le félin se dirige vers la droite, la biche vers la gauche. Des rehauts rouges sont conservés sur les encolures, un rehaut blanc sur l'arête faciale de la panthère entre les incisions. Sous la frise animalière, une nouvelle bande rouge, flanquée d'un filet d'un côté, de plusieurs vers le pied. À l'intérieur, des filets rouges. "
1463;"Trois fragments (dont un collage) de bord et de vasque d'une lékanè à l'endroit. Diam. du rebord : 30 cm. Le lissage gris sale, qui se retrouve assez fréquemment chez le Peintre de Troïlos, est très visible surtout sur le petit fragment. Le vernis intérieur a un éclat verdâtre. Profil fig. 6, p. 198. A 3564. R 4385, 6. Pl. LVID. Le rebord, presque inexistant, est décoré d'une bande rouge. Le bord, de chevrons ouverts à gauche, sur un vase à l'envers dans le sens de leur confection. À la naissance de la vasque, deux filets, un noir, puis un rouge, avant la frise animalière. Une panthère tourne le dos à un bouquetin. Les incisions des côtes sont inclinées vers la gauche. Il existe un rehaut rouge entre les incisions de l'arrière-train sur le félin, une ligne blanche sous le ventre du bouquetin et du félin. La rosette de remplissage, aux pétales massifs, a un cœur incisé, dans la tradition du Peintre de Troïlos. Sur le petit fragment, une biche vers la droite, l'encolure rehaussée de rouge et soulignée par un trait blanc. À l'intérieur, deux fins filets rouges en bas de la frise animalière. Les analogies avec 218 concernent la décoration du haut de la vasque où se succèdent un filet noir, puis un rouge, les incisions triples inclinées vers la gauche sur le corps des animaux el le profil marginal du rebord : très mince et en net surplomb par rapport au bord, il ne porte pas de décor. Le groupe des panthères thasiennes Le Peintre de Troïlos s'inspire librement du remplissage et des compositions répétitives que l'on rencontre sur un groupe de lékanai, trouvées à Éléonte, mais reste fidèle à sa technique de décoration à L'endroit. L'adaptation locale d'un modèle est aussi visible à travers le fait que le cygne est remplacé par l'animal privilégié de l'atelier thasien, beaucoup plus rarement représenté dans le groupe d'Éléonte. "
1464;"Onze fragments d'une lékanè à l'endroit, reconstituée en grande partie. Diam. : 19 cm. Vernis viré au rouge, par endroit sur l'extérieur et en totalité sur J'intérieur. Profil fig. 6, p. 198. R 4376, 2. Pl. LIX. Le rebord est réservé. Sur le bord, des languettes tracées sur un vase à l'envers, reposant sur son bord, pied en l'air. À la transition du bord et de la vasque, une bande rouge très effacée, suivie de deux filets. Sur la frise animalière, quatre panthères vers la gauche, debout, en position de marche ; leur queue, proche de celle d'un renard, décrit une orbe simple. Les incisions des côtes, groupées généralement par trois et dans un cas par deux, sont inclinées vers l'avant; une virgule est incisée à l'intérieur de l'omoplate, un trait vertical, au départ de la patte avant. Le masque est mou et tordu. Le remplissage de languettes verticales alignées, de triples languettes unies par une extrémité et s'écartant en triangle et de rosettes est entièrement original. Les rosettes ont, ou non, un cœur incisé, deux formules bien attestées dans la production du peintre. L'attribution rend compte du système des incisions (pour les côtes, le masque, le sommet de la patte) et de la présence de la bande rouge à la naissance de la vasque. Sur une lékanè du sanctuaire de la Parthénos, exposée au musée de Cavala (A 1095), figure une panthère identique, entourée du même remplissage marginal, mais intégrée à un schéma traditionnel d'affrontement. Joint aux deux vases précédents (212, 202), nous tenons là un troisième jalon entre le groupe des panthères ct le reste de la production du Peintre de Troïlos. Le profil rapproche ce vase de 199 et de 218. "
1465;"Quinze fragments de vasque d'une Jékanè à l'endroit. Diam. : à peine 20 cm. Ép. de la vasque : 3-4 mm et 6 mm tout près du pied. Vernis viré au rouge à l'extérieur, à l'orange vif à l'intérieur. L'argile est étonnante : orange dans la tranche, la surface est recouverte d'une pellicule blanchâtre qui fait corps avec la tranche (on ne peut la dissocier). Ce curieux phénomène est probablement dO à la cuisson, avec une réduction finale, courte et maîtrisée. R 4376, 3. Pl. LIX. À la naissance de la vasque, deux filets, avant la frise animalière. Quatre panthères vers la gauche, la patte antérieure droite, la plus loin du spectateur, levée, la queue en S vertical. Des incisions détaillent les têtes, au masque mou et tordu, et les corps. On retrouve, comme sur l'exemplaire précédent, l'incision sur la ligne du ventre, les côtes (trois dans un cas), raides ou inclinées vers l'avant, la virgule dans l'omoplate et le trait au départ de la patte avant. Les courbes horizontales sur les arrière-trains s'expUquent par la position nouvelle des panthères tapies. Le remplissage est également identique à 222. La zone près du pied est décorée de fines languettes et d'une bande vernie. "
1466;"Deux fragments d'une lékanè à l'endroit. A 4345. Pl. LIX. Languettes sur le bord. Deux filets à la naissance de Ja vasque. On retrouve une panthère vers la gauche, avec l'encolure rehaussée de rouge et le masque mou de la tête; le remplissage de languettes, de rosettes et, au-dessus du corps de la panthère, le reste de triples languettes s'ouvrant en triangle et jointes par une extrémité. L'orientation à l'endroit des figures, la composition et le bestiaire (panthères vers la gauche), le dessin, les incisions, le rendu caractéristique de la queue ainsi que le remplissage permettent d'identifier la main du peintre précédent. "
1467;"Trois fragments d'une lékanè à l'endroit. Le diam. est comparable à 337. Ht. du rebord : 9 mm (moins en ressaut que 198). Ép. de la vasque : 4-6 mm. Argile thasienne. Verni brun noir. Profil fig. 6, p. 198. A 3564. R 4374, 1. Pl. LIX. Un filet sur le rebord. par ailleurs réservé. De grosses languettes sur le bord. À la naissance de la vasque, deux filets dont le deuxième, au moins, est rouge. Le remplissage identique (rosettes, triples languettes) situe la lékanè dans ce groupe. La languette cerclée et accrochée au cadre rappelle les cercles pointés des productions trouvées à Éléonte. Quant à la frise figurée, on est tenté de restituer, à l'aide des parallèles précédents, sur le fragment central, un arrière-train de panthère tapie, grâce aux incisions sinueuses et horizontales, et à sa gauche, des restes d'incisions raides des côtes, rehaussées de rouge. À l'intérieur, deux filets rouges à la naissance de la vasque. Sur le plat du rebord, bande rouge peinte directement sur l'argile. "
1468;"Fragment de vasque d'une lékanè à l'endroit. R 4373, 3. Pl. LIX. On retrouve la même orientation des panthères vers la gauche; les trois côtes incisées vers l'avant, le trait sur la patte avant dans le sens de la longueur, les languettes de remplissage ; la bande rouge près du pied. "
1469;"Un fragment de vasque. À l'intérieur, le centre de la lékanè a viré au rouge. À la périphérie, près du retour du bord, un accident de tournage. L'épaisseur de la paroi passe de 5,5 mm à 3 mm. A 4345. Pl. LIX. Une panthère vers la gauche. Les incisions sont sans surprise : la virgule dans l'omoplate; l'incision verticale sur la patte avant, les trois côtes inclinées vers la gauche. Le remplissage est lui aussi typique : deux languettes rapprochées par la pointe, une rosette incisée en étoile au-dessus du dos de la panthère ; sous son ventre, deux languettes. Près du pied, une bande rouge flanquée d'un filet. Un défaut à l'extérieur de la vasque rappelle les anomalies dans le tournage des vases 216 et 221. Lékanai à figures humaines "
1470;"Six fragments, dont trois recollent, d'une lékanè à l'endroit. Diam. restitué : autour de 26 cm. Ép. de la vasque : 6-8 mm. R 4379, 8. Pl. LX. Le bord, avec ses zigzags réguliers, ouverts à droite sur un vase à l'endroit, mais tracés sur un vase à l'envers, et le bas de la vasque, décoré de godrons et d'arêtes, reprennent des recettes d'atelier. Sur la vasque, la scène figurée, très statique, est flanquée de doubles filets. Sont conservés un cavalier et un personnage vers la droite ; puis, sur le grand fragment, deux personnages portant des lances et un troisième, avec un mystérieux trait horizontal dans la bouche, qui fait face au seul personnage qui se dirige vers la gauche. Sur le petit fragment de droite, un homme, tourné vers la droite, tient une lance. Devant lui, le reste d'une tache incisée pourrait correspondre à une aile de sphinx. Les hommes portent des manteaux lourds aux bordures doublement incisées; l'un d'eux est décoré de cercles, souvent inachevés. Ce détail, dans resprit des maniéristes athéniens et du peintre d'Amasis, se retrouve sur 171 et 330. Des rehauts rouges sont appliqués sur les vêtements et les chevelures. Le gros œil rond, de type corinthien, est très fréquent dans l'atelier. Les godrons sont rehaussés de rouge de deux en deux. Trois ou quatre (?) ftlets, dans ce dernier cas, dédoublés, avant la pointe fine des arêtes rayonnantes. Le caractère régulier des zigzags (215 et le vase suivant), l'incision légèrement tremblée pour le contour des chevelures masculines, le type de la scène - défilé de personnages lourdement vêtus et armés de lances -, son caractère statique et la présence du sphinx (dont l'aile en faucille est conservée à droite de l'image), associé aux figures humaines, sont caractéristiques. Les godrons rappellent ceux de 211 : une fois de plus, les traits de séparation sont rouges et tremblés. Le trait peu sûr des pattes de cheval, serait un argument supplémentaire. Les plis raides de certaines étoffes lourdes se retrouvent sur 231. "
1471;" Vingt-quatre fragments, dont treize recollent, d'une lékanè à l'endroit. Diam. du rebord : dans les 40 cm; du pied : 13 cm. Vernis viré au rouge en partie sur l'extérieur, brun clair à l'intérieur. R 4379, 5. Pl. LX. Comme sur le vase précédent, les zones secondaires s'inspirent d'un répertoire clairement thasien. Sur le rebord, une rangée de feuilles de lierre pointant vers l'extérieur. Un filet, entre le bord et le rebord, limite une zone de zigzags, très proches des précédents pour le sens du tracé et la régularité. À la naissance de la vasque, entre des filets doubles, des languettes, tracées sur un vase à l'endroit. Sur la frise figurée, deux figures masculines, la première casquée, tiennent une lance et se dirigent vers la gauche. Les incisions des gros yeux ronds, avec la notation des angles, de la chevelure, de l'oreille, de l'encolure rappellent le vase précédent. Le vêtement du jeune homme est rehaussé de rouge. À sa droite, la queue d'un félin. Sur le fragment suivant, deux sphinx héraldiques. L'attestation des ailes en faucille conforte la lecture du vase précédent. Autour du pied, sur la vasque, une bande rouge. Sur le plan de pose du pied, une rangée de feuilles de lierre pointées entre des filets simples. Les feuilles de lierre pointées, les zigzags réguliers, le contour légèrement tremblé des chevelures, le sujet choisi qui mêle un défilé de guerriers à des sphinx et, surtout, les proportions du corps du sphinx et son profil très vertical, évoquent la main du Peintre de Troïlos. Le profil du bord du vase est très proche de 203. Les godrons, la couleur rougie du vernis rappellent 211. "
1472;"Deux fragments recollés de vasque d'une lékanè à l'endroit. R 4383, 5. Pl. LX. On retrouve, sous la frise figurée comme sur 231, la file de points alternés, sans grande régularité, sur deux rangs. La scène présente un cheval vers la droite et un homme debout à ses côtés. Une file de points verticaux délimite l'espace avant deux personnages vêtus de long. Incisions doubles sur les tuniques et les bordures du manteau, comme sur 228. La présence sur le personnage de droite d'un pli vaguement en escalier n'est pas isolée dans la production du peintre. il s'agirait là d'un travail hâtif du peintre, dont on reconnaît la main tremblante, le thème de l'homme à côté de sa monture (192), le type des vêtements avec l'himation court caractéristique, dont la lisière est bordée de doubles incisions. Le bas sinueux des chitons rappelle le plat au << Zeus » (189). La file verticale de petits points est fréquente chez le peintre. La composition, Ja file de points alternés sous la scène figurée et le thème de cette dernière rappellent 231. "
1473;"Vingt-trois fragments d'une lékanè gigantesque à l'endroit. Diam : près de 50 cm. Le profil intérieur est parfois irrégulier (on sent de légers bourrelets, laissés par le tour). Le vernis est mat, d'une nuance un peu verdâtre. Profil fig. 6, p. 198. L 10597, 5-7. Pl. LXI. Les zones secondaires, nombreuses et soignées, sont bien attestées dans l'atelier. Sur le rebord, des chevrons ouvrant à gauche, quand le vase repose sur son pied, comme sur 216. Sur le bord, des zigzags ouvrant, le plus souvent, à gauche sur un vase à l'endroit, mais on remarque des incohérences sur le grand fragment à l'anse. À la naissance de la vasque, les godrons, aux deux extrémités arrondies, sont tracés sur un vase à l'envers, avec de fins filets rouges de séparation. Deux filets avant la frise figurée. En bas de la vasque, une file de points alignés sur trois rangs, en quinconce, entre des doubles filets. Suit une frise florale, de type attique, avec alternance de palmettes et de fleurs de lotus sur deux rangs. Les palmettes ont un cœur simplement incisé, la fleur de lotus dessine un ovale continu, strié d'incisions verticales et orné d'un piquant central. Dans les interstices des rinceaux entre les palmettes et les lotus, des points blancs. On ne peut préciser la composition de la scène. L'analyse des différents éléments permet de reconstituer deux chars avec leur cocher. Le fragment à l'anse (a) a conservé les chevaux d'un quadrige. Sur les quatre, deux têtes sont bien discernables, l'une penchée vers l'avant, l'autre levée vers l'arrière; une incision de contour sur la crinière de ce dernier désigne une tête supplémentaire. Les huit pattes antérieures sont dessinées ; celles du dernier sont rehaussées de blanc. Certains détails sont traités avec réalisme : le traitement anatomique du bas du ventre qui correspond à la limite d'un muscle, la pointe du coude avant l'avant-bras, l'oreille expressive, l'indication de la courbe de la joue avant la ganache. En revanche, entre les deux caps formés par la houppe du menton et le bout du nez qui termine le chanfrein, le museau présente une curieuse forme trilobée, en distorsion avec la réalité. La première « baie » à gauche correspond à la bouche ouverte, aux lèvres supérieure et inférieure disjointes ; la seconde peut s'interpréter comme une exagération du naseau. Les pièces de harnachement sont parfois fantaisistes. On peut, toutefois, reconnaître le montant de bride qui traverse le museau, dans le sens de la longueur à gauche, la sous-gorge, rendue par une incision oblique, est décalée vers le bas. Le triangle horizontal au bout du museau est censé rendre le montant en métal du mors et les deux bretelles qui rejoignent le montant de bride. La rêne fixée sur l'encolure est notée par l'incision la plus haute. Les trois autres sont liées au collier, rehaussé de rouge, qui vient barrer le poitrail. La ligne verticale sur le poitrail correspond à la sangle, ornée d'une rosette. Bien que sa fonction soit d'attacher les rênes, la sangle n'est pas reliée à elles. Une lecture réaliste de l'image ne peut rendre compte de tous les détails. L'incision verticale à droite du museau a peu de chances de correspondre à une pièce de harnais. Elle a plutôt une fonction esthétique qui consiste à redoubler l'axe vertical du museau. De même, le peintre n'a pas voulu interrompre la belle courbe de la crinière, en prolongeant jusqu'en haut le montant de bride. Pour des raisons de convenance entre les épaisseurs et les stries internes, il faut préférer, au rapprochement donné sur un ancien montage photographique, la combinaison entre le quadrige et le char monté par le cocher le mieux conservé. Du char n'apparaît que le haut de la caisse avec son bastingage et le départ de la roue. Le cocher, acéphale, vêtu d'une longue tunique, les bras pliés à la hauteur du coude pour tenir les rennes et dont les dimensions réduites par rapport aux autres personnages se retrouvent sur l'autre fragment au char, a une coiffure, limitée par une incision, qui Lui retombe sur les épaules. Un point blanc sur le contour du dos suggère que sa tunique, comme celle de son confrère, était rehaussée de blanc. Sur sa jupe, on devine le trait de contour initial. L'aurige est suivi d'un personnage barbu, également tourné vers la droite. Sa main disparaît sous le manteau, occasionnant le déploiement de trois plis plats en éventail. Par son attitude et son vêtement, ce personnage constitue le symétrique du jeune homme imberbe qui se tient derrière la femme, de l'autre côté du quadrige. La main droite de la femme, qui semble saluer Je quadrige, dessine un U comme celle de la ménade sur les monnaies thasiennes du dernier quart du siècle. Son œil en amande, à peine incisé, diffère des yeux masculins, bien ronds, de type corinthien. La composition de cette séquence qui démarre sous l'anse, s'équilibre, du fait du changement de sens entre les personnages, de part et d'autre des chevaux. Les trois pattes antérieures de chevaux, la dernière rehaussée de blanc, pourraient correspondre au second quadrige, dont l'existence est impliquée par la seconde caisse d'un char ; celui-ci est suivi, comme précédemment, d'un personnage vers la droite (b). Son vêtement incisé de croix suggérerait qu'il s'agit d'une femme. Le second quadrige est précédé d'un personnage, long vêtu, vers la droite. On peut déduire du mouvement général de la scène vers la droite que le second quadrige suivait bien le premier et qu'il s'agit probablement d'une scène d'accueil. Un autre fragment présente un cavalier, monté sur le cheval au museau hennissant, précédé d'un personnage à pied, également vers la droite (b ). Si les deux pattes isolées correspondent bien à l'arrière-train du même cheval, le cavalier est suivi d'un personnage vêtu de long, vers la droite. Les huit personnages restants (c) sont à pied et orientés très majoritairement vers la droite. Une femme, identifiable à un reste de rehaut blanc sur le bord de la main, porte un chiton, richement décoré de croix pointées (de blanc?) et un himation, dont un pao est rouge. Elle fait de grands gestes vers un barbu qui se retourne, drapé dans un manteau court, dont un pan est rehaussé de rouge. A sa droite, un autre personnage, au vêtement rehaussé de rouge et incisé de croix. Sur le dernier ensemble, cinq personnages. Du premier, on ne voit que le coude et une manche courte ; suivent trois personnages vers la droite : un barbu à la longue chevelure rouge, et probablement deux femmes ; la première a une longue chevelure, la seconde une tunique incisée de croix. Derrière la femme de droite et devant elle, les pieds d'un homme vêtu de court. Quel sens a la scène sur ce vase monumental? Il s'agit d'un cortège de quadriges, de cavaliers et de personnages à pied qui se dirigent vers la droite. Le but de ce défilé, n'est pas connu, mais devait figurer à droite de la face qui a conservé son anse. Aucun attribut divin ne permet de voir dans cette représentation autre chose qù'une scène de la vie quotidienne, une procession nuptiale si les deux faces appartiennent à une même scène ou un adieu au guerrier, comme pourrait le suggérer le grand fragment à l'anse, construit sur le schéma du départ d'Amphiaraos, scène connue dans l'iconographie thasienne des vases à reliefs. Le sens du défilé vers la droite désignerait le personnage féminin qui salue le quadrige comme un des pôles du vase. Sa place au centre d'une face signifie ou bien que ce groupe de figures vers la gauche n'est pas le terme du défilé ou bien que la composition est axée autour de l'anse par laquelle la lékanè serait accrochée. Les coupes de Droop et les coupes à courbure continue présentent des parallèles aux files de points qui nous situent vers 540-530. L'attribution au Peintre de Troïlos rend compte de la taille ambitieuse du vase, des décors secondaires, tous attestés, et du type de la scène. Des figures sont caractéristiques : la femme saluant le quadrige présente un profil au front haut, des parotides détaillées par des incisions sinueuses ; le personnage masculin devant le cheval hennissant (b) offre un menton volontaire (comme Polyxène sur 241) et une oreille caractéristiques. La même incision complexe de l'oreille, rencontrée sur « Zeus » (189), détaille celle du personnage barbu qui retourne la tête (c). La richesse des draperies féminines, dont le détail est incisé et peint, rappelle la robe d'Athéna (242) et de Polyxène (241). Les analogies avec le plat 195 (notamment, le type de l'homme emmailloté dans son manteau avec le geste du bras levé sous l'étoffe) confortent l'analyse. Les zigzags du bord, étroits, ouverts à gauche rappellent 215 et 233. "
1474;" Quatre fragments dont deux recollent d' une lékanè à l'endroit. Diam. : 38 cm. Profil fig. 6, p. 198. A 4350. Pl. LXTI. Le bord, près de l'anse, est réservé. À la naissance de la vasque, deux filets : trois personnages vers la droite : une main rehaussée de blanc pourrait être celle d'Athéna; Hermès, coiffé du pétase, le caducée à la main, s'élance vers Persée, identifiable à la kibisis qu'il porte sur son dos. L'œil dessiné au centre est-il celui de Méduse ? Les incisions qui détaillent Persée sont très soignées : le trait tremblé de la frange et des parotides qui contournent l'oreille, la bordure décorée des manches courtes. On retrouve l'œil gros et rond à la mode corinthienne, avec la notation de l'angle externe, la file de points en oblique entre les deux personnages de gauche. Le fragment 6511270, pourrait appartenir à la même lékanè. Le corps ailé, incliné vers la droite, avec le départ du cou et du bras droit serait celui de Gorgone décapitée. La qualité des incisions et notamment le motif fréquent des languettes sur l'encolure, les ailes et la manche rappellent la manche courte de Persée. · L'attribution au Peintre de Troïlos s'explique par l'orientation à l'endroit de la lékanè, la plus fréquente chez ce peintre, par la qualité des incisions, notable dans le traitement des écailles et des languettes sur le buste et l'aile de Gorgone, par le rendu de la chevelure d'Hermès volant au vent en deux mèches qui rappellent les faucilles de certains coqs (199), par le profil de ce dernier, au menton volontaire, par son pétase, attesté sur 231. Persée, quant à lui, présente une oreille qui est une simplification de celle de « Zeus » trônant (189). Les incisions tremblées de ses parotides sont très appliquées, minutieuses, comme sur un sphinx de 199, par exemple. La première mèche courte qui retombe à mijoue rappelle l'Apollon de 244. Le profil du vase caréné et au rebord haut et en faible relief se retrouve sur 161 et 170, ce qui pourrait indiquer que des peintres décoraient des vases tournés par d'autres. Pyxide ou lékanide "
1475;"Fragment de pyxide. Le bord et la vasque dessinent une courbe profonde. Publié comme un cratère, KAHlL 1960, p. 60, pl. XXIII, 46. Intérieur verni, sauf le rebord. Profil 6g. 6, p. 198. L 10597, 36. Pl. LXD. L'espace orthogonal prévu pour l'encastrement du couvercle est verni et rehaussé d'une bande rouge sur la partie verticale. Le bord est décoré de zigzags verticaux, analogues à ceux sur 215 et 237. Du décor animalier de la vasque, n'est conservé qu'un sphinx ou une sirène vers la droite. Le bord aménagé pour recevoir un couvercle ferait penser à une lékanide si le profil était moins profond. Le style rappelle le Peintre de Troi""los : incisions tremblées pour les parotides. Le profù continu et oblique de la ligne du front au nez se rencontre aussi sur « Zeus» (189), Polyxène (241). Bol-cratère "
1476;"Un fragment de la partie inférieure d'un cratère. BCH 94 (1970), p. 826, fig. 31, en bas à gauche. L 10597, 18. Pl. LXTI. Sur les deux frises animalières conservées, seule la sirène vers la droite est bien visible. Les incisions sur ses ailes, le rendu de la parotide et Je profil, au menton accentué, du visage rappellent étroitement les sirènes de 199 et 202. "
1477;"Un fragment de cratère. Ép. : 7 mm. La paroi intérieure est gondolée. BCH 94 (1970), p. 815, fig. 8. L 10597, 18. Pl. LXD. Reste d'un félin vers la gauche. On retrouve les trois incisions des côtes inclinées vers la gauche et les quatre virgules sur la croupe à la naissance de la queue. Le fragment a été trouvé dans la salle B, dans la couche de destruction. Il est donc antérieur à la reconstruction du dernier quart du vr• siècle. "
1478;"Diam. mesuré : 27 cm; diam. max. restitué de l'ordre de 30 cm. Ép. : 5-6 mm. A 4360. L 10595, 23. Pl. LXII. Ce très beau fragment présente, une nouvelle fois, une assemblée d'hommes tenant la lance, flanqués d'un sphinx assis, d'une taille imposante. À droite, une personne en mouvement est vêtue d'une courte tunique. Des rehauts rouges sont appliqués sur la partie antérieure de l'aile du sphinx, sur le chiton court de l'homme de droite et sur le pli qui tombe du bras de celui du centre. Le sujet - assemblée statique de personnages, flanqués d'un grand sphinx - les incisions en escalier en bas des plis, le dessin tremblé des parotides évoquent le Peintre de Troïlos. La qualité des incisions et des rehauts violets, proches de 241, confirme qu'il s'agit d'une belle pièce. "
1479;"Ving et un fragments d'un skypos à haut bord, dont quatorze collés par groupe de six et de deux. Diam. du bord : 30 cm. Ht. restituée : 30 cm. Sur l'intérieur verni, la différence entre le brun clair du fond et le brun foncé du reste de la vasque est très nette. Elle témoigne de l'empilement des vases pendant la cuisson (cf. le cratère 180 du Peintre fidèle, en gros contemporain). L 10597, 21. Pl. LXDI. Sur le bord, des zigzags ouverts à gauche et tracés dans le même sens que ceux de la lékanè 215. Le retrait du pinceau a d'ailleurs laissé le même point noir caractéristique, en fin de tracé. Le zigzag a donc été tracé de haut en bas sur un vase posé sur son pied, ce qui est attendu dans le cas du skyphos, mais sans parallèle pour le bord de la lékanè. La vasque se compose de trois larges bandeaux d 'environ 9 cm. La situation des différents fragments dans l'espace tient compte des diamètres, des épaisseurs et du tracé, plus ou moins épais et plus ou moins écartés, des doubles filets de séparation. Sur le registre supérieur, à gauche, une tache vernie peut s'interpréter comme la queue d'un volatile. Des pattes félines sont orientées vers la droite. Le fragment suivant qui figure un félin, symétrique au premier, est jointif, bien que la surface d'adhérence ne permette pas un collage : les épaisseurs, le dessin des filets, le vernis intérieur concordent. Un fragment flottant qui représente une croupe striée de courtes incisions et une queue de félin pourrait correspondre à l'arrière-train de l'animal. Sur cette frise prend également place le fragment au coq. Ce dernier se dirige vers la droite et présente les incisions habituelles pour la collerette, le creux du dos, la bande rayée de l'aile. Des traces vernies au-dessus de son dos doivent correspondre au lotus traditionnel ; le point verni à la hauteur de son cou, au barbillon. À droite du même fragment, une tache incisée et un embryon de queue représentent probablement l'arrière-train d'une panthère, peut-être celle dont la tête est conservée sur le fragment de bord. Les deux premiers registres sont séparés par deux filets fins et assez rapprochés. Sur le second registre, un sphinx ou une sirène vers la gauche. La partie antérieure de son aile est rehaussée de rouge; les autres compartiments sont décorés d'incisions variées; celles en forme de languettes sont rarement attestées dans l'atelier. À droite, la main d'un personnage qui tient une lance ou des rênes. La tête du personnage vers la gauche est conservée sur le fragment suivant. Une incision oblique et une verticale, qui descendent de son oreille, dessinent le contour de sa barbe. L'œil, la frange crantée, la limite de la masse de la chevelure sur la nuque sont notés d'une incision. Sur cette même frise, le corps d'une panthère vers la gauche. Le reste d'une patte tendue pourrait lui appartenir. Des incisions rendent ses côtes, inclinées dans Je sens de celles de l'arrière-train, un trait horizontal. la ligne du ventre. La place de la sirène aux ailes déployées se justifie en raison du diamètre du fragment. Des rehauts rouges sont appliqués sur la partie antérieure de son aile et sur un compartiment de la queue. Sur le dernier registre sont conse.rvés une sirène aux ailes déployées et une panthère vers la droite. Les pattes antérieures du dernier fragment peuvent appartenir au même animal. À gauche, un visage très proche de la figure masculine précédente, dont les cheveux sont rehaussés de rouge, puis un coq vers la gauche. Une file secondaire de V, alternativement à l'endroit et à l'envers, flanque un zigzag horizontal. Ce motif décore une vasque de lékanè (169) attribuée au Peintre fidèle. Deux autres fragments flottants, photographiés en bas, à gauche, présentent l'aile en faucille d'un animal vers la droite et les restes d'une queue de coq vers la gauche et d'une aile déployée et verticale de sirène ou de sphinx qui lui fait face. 92 LA SECONDE GÉNÉRATION DES PEINTRES THASIENS L'attribution au Peintre de Troïlos rend compte du bestiaire adopté et surtout du type des incisions. Les incisions molles du masque, celles, verticales, sur les pattes, la notation des côtes par des courbes inclinées dans le sens des incisions de l'arrière train sont typiques des panthères du peintre. Sur les sirènes, les parotides sont rendues par des incisions tremblées. Le coq est caractéristique. Le dessin des griffes de la panthère de gauche du premier registre rappelle 216. On retrouve les filets rouges, tracés sur l'argile, la composition des panthères héraldiques, d'une taille plus petite que les animaux solitaires, comme c'est le cas sur la face B de 199. L'originalité de la pièce consiste à mêler des figures humaines, curieusement minuscules et largement inexpliquées, à une scène animalière. La forme, comme 239, se resserre vers le pied, sans présenter de carène. "
