"ID";"Description"
1351;"Diam. restitué : 40 cm à partir d'un diam. réel de 28 cm. Ép. : à peine 6 mm. KAHIL 1960, p. 39, pl. XIII, 19, publié comme céramique chiote, sans engobe ; LÉMOS 1991, pl. 232, 3. A 4348. L 10596, 14. Pl. XXVIU. Sur la vasque, deux frises animalières séparées par un double filet. Sur la grande frise, le seul animal reconnaissable est un lion vers la gauche, dont la gueule est ornée d'une file de points ; remplissage de rosettes à six points et de fer à cheval hachuré, accroché au cadre. Sur la petite frise, un félin, probablement un lion, vers la gauche tourne le dos à un lion assis vers la droite ; son corps est rehaussé de trois gros points rouges. Outre le remplissage déjà décrit, on rencontre l'élément typique, les quatre triangles rapprochés par leur pointe, la rosette de points autour de cercles concentriques et au-dessus du lion de gauche, le départ d'un triangle accroché au cadre. Stùt une zone de godrons, festonnés vers le bord, rehaussés de rouge, de quatre en quatre. À l'intérieur, trois filets violets, très fins à mi-hauteur de la petite frise animalière. "
1352;"Un fragment de vasque. Ép. : 3,5 mm. Illustrated London News (3 septembre, 1932), p. 354, no 10. KAH1L 1960, p. 39, pl. XIII, 18. A 4348. Pl. XXVID. Même composition que sur le vase précédent. Sur la frise animaHère, un lion vers la droite. On retrouve les points sous son ventre, sur sa gueule, le remplissage de triangle accroché au filet et la file de points joints par un trait horizontal contre le filet supérieur. Ce fragment est beaucoup plus fin que le précédent. L'identité des argiles, du vernis, du traitement de la surface et du diamètre des filets concentriques montre que le peintre travaillait en série. "
1353;"Un fragment de vasque. Ép. de la vasque : 5 mm. KAHIL 1960, p. 21, pl. rn, 27, publié comme de style rhodien Pl. XXIX. À la naissance de la vasque, un filet est conservé. Sur la frise animalière, une patte de bouquetin ou de sanglier vers la droite. Pour les ornements de remplissage, quatre triangles rapprochés par leur pointe; le second ornement est l'adaptation d'un motif qtù se rencontre chez le Peintre cltiote : les cercles lancéolés présentent la particularité d'être décorés de spirales. "
1354;"Diam. restitué 36 cm, à partir d'un diam. réel de 26 cm. Ép. de la vasque : 6 mm. SALVIAT 1976, pl. L, fig. 12; LÉMOS 1991, pl. 232, 4. A 4361. L 10596, 15. Pl. xxviii. Sur le bord, des zigzags en escalier. Les filets de séparation sont toujours doubles. Deux frises animalières, séparées par des points alignés en oblique sur trois rangs. Sur la grande frise, un bouquetin affronté à un lion ; le système de rehaut de points rouges est habituel. Outre le motif de remplissage typique, des points accrochés au cadre et soulignés par une horizontale, des rosettes à six points, les quatre triangles rapprochés par leur pointe, triangle et fers à cheval hachurés et accrochés au cadre. Sur la petite frise. un taureau affronté à un lion. Outre le remplissage déjà décrit, une rosette de points autour de cercles concentriques, des cercles lancéolés, dont le motif typique n'est qu'une variante. Après la file de points alternés sur trois rangs, une zone de godrons. Sur l'un d'eux, un reste de rehaut rouge. À l'intérieur, deux filets rouges à la naissance de la vasque, près du bord; trois à la hauteur des pieds des animaux sur la petite frise. "
1355;" BCH 105 (1981), p. 949, fig. 41 ; LÉMOS 1991, pl. 234, 3. Sur la grande frise animalière, un bouquetin et un félin vers la droite. Le remplissage est constitué d'une rosette de six points autour d'un point central et de quatre triangles rapprochés par la pointe. Trois filets de séparation entre les deux frises. Sur la petite frise, un lion, la gueule ornée d'une ligne de points et un taureau (?) vers la droite. Le motif de remplissage est typique. "
1356;"Diam. du rebord : 34 cm; du pied : 10 cm. Ht. du rebord : 1,2 cm. Ép. du rebord : 1,1 cm; de la vasque : 6 mm. Profil fig. 5, p. 197. A 3644. L 10596, 16. Pl. XXIX. Sur le rebord, de courtes languettes qui finissent vaguement en pointe. Un filet noir de séparation entre le rebord et le bord. Sur ce dernier, des «chiens courants». En haut de la vasque, une file de méandres discontinus. Toutes les zones sont séparées par des filets triples. De la frise animalière est conservé un lion vers la droite, le corps rehaussé de trois points rouges. Outre le motif typique, on rencontre le remplissage de fer à cheval hachuré accroché au cadre des filets, de quatre triangles rapprochés par leur pointe. Suivent une zone de points alignés en oblique sur trois rangs, des godrons, des arêtes. Sur le fond du pied, une rosette aux longs pétales, entourés d'un feston ; sur le plan de pose, un méandre continu (?), dont seule la moitié près du centre est lisible. À l'intérieur, des filets ou une bande rouge sur l'arête du rebord, au moins deux filets fins et violets en haut de la vasque; deux autres à mi-hauteur de la frise animalière ; deux autres au niveau du pied. "
1357;"Trois fragments collés. Diam. restitué de l'ordre de 30 cm. Un fragment de vasque. Ép. : 5 mm. Pas de couverte. A 3642 ; A 3626. Pl. XXIX. LA PREMIÈRE GÉNÉRATION DES PEINTRES THASIENS 47 À la naissance de la vasque, un faux méandre, comme sur la lékanè précédente, entre des filets doubles. De la frise animalière présentée à l'envers, on reconnaît, de part et d'autre de l'ornement de remplissage typique du peintre, un canard qui retourne la tête, comme l'indique la présence du bec pointant au dessus de l'aile, barrée de traits horizontaux. Puis, deux sphinx affrontés. Le compartiment supérieur de l'aile est rehaussé de rouge. Le corps du sphinx de gauche laisse deviner un gros point rouge. Le remplissage est composé du motif favori du peintre, d'une svastika, d'un fer à cheval hachuré suspendu au cadre et d'un motif qui se trouve dans la production du Peintre chiote (63). Suit une file de points alignés en oblique sur trois rangs, flanquée de doubles filets. Le canard, inconnu des peintres contemporains, est d'une originalité incontestable. Le fait qu'il retourne la tête, le détail du bec plongeant vers l'aile, le rendu des lignes parallèles évoquent les antéfixes aux canards, trouvés à l'Artémision. Ce lien avec les terres cuites architecturales confirmerait le rapprochement, bien plus frappant, entre les productions du Peintre des grands plats et des antéfixes tbasiennes de I'Héracleion. "
1358;"Cinq fragments de vasque. Ht. max. du fragment au sanglier : 3.7 cm. Ép. : 5-6 mm. Pas de couverte. L 10596, 3. Pl. XXIX. Tous les filets concentriques sont triples. À la périphérie de la vasque, des points alignés en oblique sur trois rangs. Sur la grande frise animalière sont conservés un arrière-train de bouquetin reconnaissable à sa queue dressée et des pattes de grand herbivore, un sanglier et un lion vers la droite. Suivent une nouvelle frise de points alignés en oblique sur trois rangs et une zone de godrons. Les lékanai suivantes, du même peintre, montrent l'adoption d'une technique de décoration à l'endroit. "
1359;"Quatre -fragments de bord et de vasque. Diam. du rebord : 32 cm. Ht. du rebord : 8 mm. Ép. du rebord : 1,2 cm ; de la vasque : 6 mm. Profil bombé du bord. Pas de couverte. Le vernis intérieur et extérieur a viré au rouge. Le plus grand ensemble est publié par SALVIAT 1976, pl. XLIX, fig. 10. LÉMOS 1991, pl. 234, 4; le dernier fragment par KAIDL 1960, p. 36, pl. XIII, 13. Le dernier fragment de dimensions comparables présente une même argile, une même absence de couverte, le même vernis viré au rouge, sauf à l'intérieur, où il tire davantage sur le violet. Profil fig. 5, p. 197. A 3639. L 10596, 5. Pl. XXIX. Sur le rebord, des languettes triangulaires. Des zigzags sur le bord. En haut de la vasque, une file de carrés, alternativement vernis et réservés; ces derniers sont pointés. Sur la frise animalière à l'endroit, un lion vers la droite. Le remplissage est constitué de rosettes à six points, de quatre triangles rapprochés par la pointe, d'un triangle, décoré de losanges, accroché au cadre. Derrière la queue du lion, une série de cercles inexpliqués (?). Sur le dernier fragment, le même décor animalier et le même remplissage. Ce vase s'insère dans la production du peintre par le remplissage, le décor du bord, le désir de ne pas sortir du cadre de la zone, comme en témoigne l'interruption de la queue au niveau du filet. De plus, l'habitude d'une technique de décoration à l'envers est visible dans le tracé de la zone de carrés sur le haut de la vasque et des tiiangles accrochés au cadre de la frise animalière, dessinée à l'endroit. Ceux-ci ont un tracé identique sur la lékanè lOS dont la scène figurée est représentée à l'envers. "
1360;"Trois fragments de lékanè. Ép. : 7 mm. Pas de couverte. A 3626. L 10596, 6. Pl. XXX. Un lion vers la gauche. L'ouverture béante de sa gueule est ourlée de points. La frise figurée est présentée à l'endroit. Le second fragment a conservé deux frises animalières séparées par des filets doubles. Sur la grande frise, des pattes de lion vers la gauche. Sur la petite, un taureau, dont les fanions sont rendus par des filets parallèles, vers la gauche. 65 471, du champ Valma. Un fragment de vasque. L'argile semble être d'une nuance plus foncée; le vernis intérieur hétérogène n'est pas identique au fragment précédent. Il n'est pourtant pas exclu que ce fragment aille avec le précédent (pour des questions de provenance, de la taille des représentations ... ). L 10596, 6. Un lion vers la droite, dont la gueule est ourlée de points face à un sanglier. "
1361;"Fragment de bord et de vasque. Ht. de la frise animalière : 3,5 cm. Ép. : 7 mm. Pas de couverte. BCH 89 (1965), p. 956, fig. 15 (bas, à gauche). A 3639. Pl. XXX. Sur le rebord, le décor très endommagé pourrait se restituer comme une file de carrés vernis. Sur le bord, un méandre, dans la tradition du Peintre passéiste. Deux filets avant la frise animalière. Sous l'anse, un lion vers la droite, dont la gueule est rehaussée d'une ligne de points. Devant lui, une queue de félin interrompue à la hauteur du filet. Le remplissage est fait de quatre triangles rapprochés par la pointe, d'une rosette de points, d'un fer à cheval hachuré accroché au cadre supérieur et, en bas, dans la cassure, le reste de l'ornement caractéristique du peintre : on voit nettement deux boules vernies et, entre elles, les pointes de deux triangles. L'attribution, en dépit de l'orientation à l'endroit du décor, s'explique par l'absence de couverte, le remplissage, le détail de la queue tronçonnée, la file de points sur la gueule du lion. Le méandre qui existe chez le Peintre passéiste n'est pas attesté dans la production du Peintre chiote, mais apparaît, au moins deux fois, sous la forme du faux méandre, dans la production du Peintre de Poséidon et d'Athéna (114, ill). "
1362;"Quatre fragments dont trois collés d'une lékanè orientée à l'endroit. Diam. : env. 32 cm. Ép. du rebord : 1,3 cm; du bord et de la vasque : env. 8 mm. Pas de couverte. Profil fig. 5, p. 197. A 3639. L 10596, 6. Pl. XXX. Sur le rebord de fines languettes pointant vers le centre. Entre le rebord et le bord, un filet verni. Sur le bord, des zigzags verticaux étroits et serrés. Deux filets concentriques séparent le bord de la vasque. Sur la grande frise animalière, un lion vers la droite. Deux points rouges sont mal conservés dans la courbe de son omoplate et sur son flanc. Au-dessus de lui, trois ornements de remplissage : à gauche, un élément en fer à cheval hachuré, quatre triangles rapprochés par leur pointe, puis un triangle accroché au cadre du filet. Sous la queue du lion, l'ornement caractéristique du peintre. Entre les deux frises animalières, une zone secondaire de points alignés en oblique sur trois rangs. La seconde frise animalière a conservé les arrière-trains de deux félins qui se tournent le dos. Un gros point rouge est conservé sur celui de droite. Parmi divers motifs de remplissage bien lisibles, la rosette caractéristique du peintre prend place sous les queues félines. L'attribution de ces fragments rend compte, en dépit de l'orientation à l'endroit du décor, de l'absence de couverte, de la frise secondaire de points et de la présence du remplissage caractéristique du peintre. "
1363;"Deux fragments. Ht. du grand fragment : 5,3 cm. Ép. : 5 mm. A 3626. L 10596, 7. Pl. XXX. À la périphérie de la vasque, entre des filets doubles, une frise de boutons de lotus liés à la base par des arceaux qui dessinent des triangles incurvés. Sur la frise animalière, un lion vers la droite. Sa crinière aux mèches arrondies se termine par des boules. À gauche l'élément de remplissage caractéristique. L'apparition de cette nouvelle frise florale, atticisante, annonce l'ouverture du peintre à de nouveaux modèles. L'évolution dans le rendu de la crinière s'accuse sur 127. "
1364;"Trois fragments. Ht. du fragment au taureau : 5,5 cm. Ép. : 6-7 mm. A 4348. L 10596, 7. Pl. XXX. Le décor du bord n'est pas lisible. Sur la grande frise animalière, un taureau et un lion vers la droite; sa gueule est ourlée de points. Quatre filets de séparation. De la seconde frise n'est conservé que le dos d'un animal. Le dessin très réservé sur le taureau invite à annexer à la production du peintre des attributions plus contestables qui témoignent d'un relâchement du dessin. "
1365;"Deux fragments de vasque d'une lékanè à l'endroit. Ht. du grand fragment : 6,5 cm. Pas de couverte. A 4348. L 10536, 4. Pl. XXX. Sur la frise animalière, un daim vers la gauche. Le rendu du pelage est constitué d'espaces réservés de plus en plus lâches, décorés d'un point rouge. Suivent une zone secondaire de points alternés (un point central entre quatre courts traits) puis une zone de godrons. L'absence de couverte, le dessin des godrons au feston plaqué sur le filet et le motif typique de remplissage rapprochent cette lékanè de la production du Peintre de Poséidon et d'Athéna. Cette pièce témoigne des échanges au sein de l'atelier. Le dessin de la file de points (un point entre quatre traits verticaux) évoquerait le Peintre chiote. Pour achever de brouiller les pistes, notons que la rosette pointée se rencontre sporadiquement chez le Peintre passéiste et le Peintre des grands plats. "
1366;"Pas d'engobe. LA2ARIDIS 1969, p. 93, interprète ce plat, probablement chiote, comme une gigantomachie, le date du début du VJ< s. et mentionne les particularités techniques : polychromie, incisions; HEMELRIJK 1984, p. 178, n. 754, donne l'interprétation juste de la scène, en recon- LA PREMIÈRE GÉNÉRATION DES PEINTRES THASIENS 49 naissant Léto au centre, mais pense que le plat est chiote; WELLL 1985, p. 140, n. 16 juge que le plat est thasien; LÉMOS 1991, p. 113, pl. 112, 804, doute de son origine chiote. A 4340. Pl. XXXI. Sur le marli, une chamc de lotus où alternent des boutons fermés et d'autres aux sépales ouverts. Leur base est soulignée d'un trait horizontal rouge. Un rinceau les Lie de deux en deux, formant sous chaque motif un triangle aux côtés incurvés. Sur le fond, le décor figuré est composé d'une haute prédelle, décorée d'un sujet animalier : on peut voir l'arrière-train d'un taureau vers la droite. Entre ses pattes. un motif de fer à cheval hachuré est accroché au cadre circulaire du filet. Le motif de carrés avec le méandre qui court le long de ses côtés est sans parallèle exact dans les ateliers chiote, nordionien, thasien; les deux premiers aiment pourtant enfermer le méandre dans le cadre d 'un carré. Les deux tiers du fond sont occupés par une scène mythologique. Apollon, en tunique courte et blanche dont tes membres sont rendus en ton de chair, et Artémis, les membres rehaussés de blanc, dont on distingue le vêtement long et noir qui se termine par un volant orné d'incisions tremblées, prennent la défense de leur mère, Léto, qui se réfugie auprès d'eux : la trace de son pied blanc indique le sens de sa course ct permet d'écarter une version également attestée dans la peinture sur vase, selon laquelle Gè, la mère de Tityos, s'interpose pour défendre son fils. De ce dernier, il ne reste, comme le décrit Hemelrijk, que le bras velu. Ce bras vient barrer à la verticale, le bras gauche et tendu de Léto. Des trois flèches, peintes en rouge, celle qui passe devant le cou blanc de Léto devait atteindre Tityos, tout proche. Sous les pieds des Létoïdes, un bouton monté sur tige. L'originalité de ce plat par rapport à la fabrique cbiote a été analysée par A. Lémos : la composition en segment du fond, le motif de la svastika (carrés et méandre), le dessin de la chaîne florale sur le marli ne sont pas attestés en milieu chiote. En revanche, l'ancienneté de l'anthémion en contexte thasien est démontrée par les grands plats et la suite de la production du Peintre de Poséidon et d'Athéna. Une frise florale sur le marli de son plat éponyme (140) présente des boutons de lotus de forme identique (tendue et bien arrondie à leur base) et le même appendice horizontal au sommet des rinceaux, entrecroisés sur les deux vases. De plus, la fragilité du verni et le dessin très réservé des volutes sur la robe du taureau évoquent la technique et le style animalier du Peintre de Poséidon et d'Athéna. li s'agit là d'une pièce de transition entre la phase réservée (la prédelle) et la figure noire avec l'apparition de l'incision pour noter les plis des vêtements d'Artémis, de Léto, la ceinture d'Artémis, la pilosité de Tityos, la terminaison courbe de l'arc d'Apollon, l'ensemble de l'arc d'Artémis. Comme chez le Peintre passéiste, le renouvellement technique conduit à des recherches qui n'hésitent pas à puiser dans le fonds prestigieux du vrr siècle. Ainsi, la technique polychrome à Thasos, reste vivante jusqu'à la fin du premier quart du VI' siècle, date de l'adoption généralisée et définitive de la figure noire. Il est aussi essentiel du point de vue de la naissance des images, à Thasos comme en Grèce : les parallèles céramiques, attiques3l ou ioniens, sont plus récents. Le mythe de Tityos a ta faveur des Thasiens. puisqu'il se retrouve dans le répertoire des figures noires ultérieures (244). Bols-cratères "
1367;"Un fragment de vasque de cratère skyphos. Ép. : 5 mm. Pas de couverte. A 3644 ; L 10596, 7. Pl. XXXI. Sur la frise supérieure, on reconnaît une patte de félin vers la gauche. Devant elle, l'arrière-train d'un félin assis (?). Suit une Crise secondaire de points alignés en oblique sur trois rangs entre des filets doubles. Dans la seconde frise animalière, le dos d'un animal. La pièce est attribuable grâce au remplissage, à l'absence de couverte, à la zone de points. "
1368;"Trois fragments. Ht. du grand fragment : 4,5 cm. Ép. 4-5 mm. Pas de couverte. L 10596, 19. Pl. XXXI. ll y avait au moins deux frises animalières et une frise secondaire de godrons pointés. Le petit fragment présente les restes d'une crinière. Les animaux identifiables sur les autres fragments sont un félin vers la gauche (sur le second fragment à gauche) et deux daims vers la droite (sur la zone la plus haute du second fragment et sur le troisième fragment) grâce à leur pelage traité au trait et en réservé. Le style est très miniaturiste. 35. Les plus anciens vases attiques sur ce thème datent du second quart du v1e s. av. J.-C : un cratère fragmentaire de Lydos (Acr. 631 b) et un fragment de plat de l'Acropole (A cr. 2406), datés vers 570 ; une amphore à col du Peintre du Vatican 309, datée vers 565 av. J.-C. ; une amphore << tyrrhénienne » du Louvre, datée vers 550 (SCHEFOLD 1993, p. 195, fig 193; p. 204, fig. 206; p. 203, fig. 205; BOARDMAN 1974, p. 217, fig. 59). Les vases « ioniens » sont plus récents : l'hydrie de Caéré du Louvre (HEMELRUK 1984, p. 25, pl. 57) est datée vers 530-520. Le dessin aéré, voire relâché trouve des parallèles dans la production du peintre (123, 127). L'ornement composé de quatre triangles rapprochés par la pointe évoque le Peintre de Poséidon et d'Athéna. Les godrons pointés, empruntés au Peintre chiote, témoignent, eux aussi, de cette tendance. "
1369;"Deux fragments de vasque. Ép. : 3-4 mm. KAHJL 1960, p. 40, pl. XIII, 23. L 10596, 19. Pl. XXXll. Deux frises animalières. Sur la plus haute frise, deux félins vers la gauche et deux grands herbivores vers la droite dont il reste les pattes arrière. Quatre filets servent de séparation. Sur la zone suivante, un bouquetin et une panthère. Le rendu des griffes, hérissées de piquants, est bien attesté dans le groupe (109, 125, ... ). Le traitement aéré du pelage, comme de la crinière sur le fragment suivant, se rattache à la phase relâchée du peintre. 1157 tr, de Thasos, sans provenance précise (fouilles d'avant 1940). Ép. : 5 mm. Pas de couverte. Bien que la provenance ne soit pas connue, ce fragment pourrait appartenir au cratère précédent. KAHIL 1960, p. 40, pl. XIII, 22 (publié comme « chiote » sans engobe). L 10596, 19. Sur la frise animalière, à la hauteur de l'épaule, une panthère vers la gauche. Couvercle "
1370;"Le matériel archaïque aurait glissé des pentes de l'acropole. Diam. : 30 cm. Ép. de la paroi : 9 à 15 mm : la plus grande épaisseur est près de la projection verticale. L'argile est très orange et très micacée. La différence de couleur semble difficilement explicable par le phénomène de la cuisson. L'argile rappelle les productions plus anciennes de l'atelier orientalisant. Pas de couverte. À l'extérieur, le vernis a viré au rouge. L'intérieur est réservé. BCH 88 (1964), p. 884, fig. 9. Profil 6g. 5, p. 197. L 10596, 8. Pl. XXXll. Sur le bord, de fines arêtes. Une bande vernie d'un cm précède la frise animalière. Un bouquetin vers la droite est reconnaissable à sa courte queue dressée et à son museau. Les ornements de remplissage (motifs de fers à cheval hachurés accrochés au cadre, les quatre triangles rapprochés par leur pointe, les rosettes de points et surtout le motif typique du peintre) garantissent l'identification. L'orientation de la scène, ce qui est normal sur un couvercle, est identique à l'orientation à l'envers, privilégiée sur les lékanai du même peintre. La différence de l'argile pourrait indiquer que c'est une production ancienne dans la carrière du peintre. Fragment d'autel (?) "
1371;"Larg. max. : 12 cm. Ht. max. : 7,5 cm. L'identification de l'objet est difficile : tous les côtés sont cassés sauf le côte gauche qui présente une verticale bien travaillée. L'avers est plat à l'exception du même côté gauche qui présente à 1,5 cm du bord travaillé une projection perpendiculaire à la surface peinte. La trace de lissage à l'intérieur de la projection est due à l'ajout d'argile. L'autel le mieux conservé (374), trouvé à la maison Apostolidis, présente sur ce même côté gauche un retour à angle droit. L 10596, 24. Pl. xxxn. ll devait y avoir plusieurs frises animalières, séparées par des filets doubles. De la frise inférieure, sous les doubles filets, un espace verni doit correspondre au dos d'un animal. Au-dessus, un sanglier vers la gauche. La crinière est dessinée au trait ainsi que l'oreille. Des parties de la tête et du corps (espace autour de l'œil, séparation entre le cou et le corps, ligne de l'omoplate) sont réservées. L'encolure est rehaussée de rouge et un point de la même couleur est conservé au-dessus de la patte avant. À gauche, une ligne légèrement inclinée vers la droite et qui porte un décor de feuilles pourrait correspondre à un arbre. Le remplissage est constitué de quatre triangles rapprochés par la pointe, d'une rosette de points et d'un fer à cheval accroché au cadre de la représentation. Près de la cassure, un trait verni horizontal est un nouveau filet de séparation. Cet objet confirme la variété des productions de l'atelier thasien qui ne se cantonne pas aux vases. La large volute incisée sur l'omoplate et les triangles rapprochés par leur base signalent la main du Peintre de Poséidon et d'Athéna. La pièce se date vers 580-570. On retrouve sur un plat à figures noires (36), une production possible du Peintre des grands plats, le motif d'une plante grimpante en bordure de la représentation. LA PREMIÈRE GÉNÉRATION DES PEINTRES THASIENS 51 8. LA FIGURE NOIRE L'adoption de la figure noire entraîne un renouvellement considérable du style animalier. Le bestiaire n'est pas fondamentalement transformé, puisque de la phase ancienne sont conservés le lion, le sanglier, la panthère, la chèvre sauvage, le sphinx. Cependant, l'état très fragmentaire des représentations rend difficile la saisie de continuités stylistiques. Dans les cas bien lisibles, l'adoption de la figure noire a souvent durci les profils : c'est le cas des sphinx, affrontés dans une composition identique (115, 130). Il n'y a guère que la panthère, dont le masque traduit une certaine permanence (U7, 131), avec le dessin de la tête, joufflue, triangulaire et les moustaches tombantes. Le taureau, autrefois privilégié, disparaît ici, comme dans la céramique attique contemporaine. S'y ajoute la sirène, sous l'impulsion des ateliers chiotes à figures noires et des ateliers attiques qui affectionnent, à côté du type à l'aile en faucille, le type aux ailes déployées, inconnu à Chios. Comme la biche qui fait alors une irruption massive dans l'atelier, la panthère, prisée au point de définir la production d'un peintre attique, le Peintre des panthères, va devenir, sous l'impulsion du Peintre de Poséidon et d'Athéna, l'animal favori de l'atelier thasien. La production à figures noires du peintre confirme la vogue des modèles attiques qui deviennent désormais la référence, sinon exclusive, du moins prépondérante. Le passage d'une technique à l'autre se décèle à travers la technique (absence de couverte), la préférence nette pour des représentations à l'envers sur les lékanai, par la permanence des habitudes de travail, avec la répugnance du peintre à sortir du cadre de la zone : le plus souvent, les queues des animaux sont alignées sur le filet. Les décors secondaires corroborent l'unité du groupe. On retrouve la combinaison fréquente des godrons au feston plaqué et des arêtes en bas de la vasque et sur les bords, les sigmas ouverts dans le même sens que dans la phase au trait. Les frises de carrés chiotisants qui tendent parfois à devenir des points (131) et les files de points alignés en oblique sur trois rangs restent à la mode. Ce sont surtout les deux pièces majeures du peintre, deux plats décorés de scènes mythologiques, qui fournissent des jalons d'ordre technique et stylistique. Le plat qui figure le meurtre de lityos introduit l'incision dans une scène traitée dans le grand style polychrome. Il annonce le plat éponyme du peintre, traité en figures noires. Les boutons de lotus du marli, le traitement tremblé des incisions sur les vêtements féminins sont analogues, ainsi que le choix de représenter des images divines sur la forme la plus prestigieuse de l'atelier. Les visages perdus des Létoïdes ruinent toute possibilité de comparaisons. Celui d'Athéna, tout en longueur, se rattache, par son nez pointu, son menton lourd, à des profils attiques. Le rapprochement des sphinx 115 et 130 montre clairement le glissement d'un modèle chiote, encore discernable derrière le dessin au trait de 115 à un modèle attique, plus anguleux (130). Contrairement au Peintre chiote dont le style n'est pas affecté par le changement de la technique picturale, le Peintre de Poséidon et d'Athéna change, en même temps, de technique et de modèles, désormais attiques. Lékanai "
1372;"Quatre fragments dont deux recollent d'une grande lékanè. Diam. restitué : plus de 40 cm. Ép. : 5-6 mm. BCH 94 (1970), p. 826, fig. 30, publié comme un couvercle. L 10536, 10. PI. xxxn. Sur la vasque, une frise animalière avec deux sphinx affrontés. Ce bestiaire rare et cette composition se retrouve sur ill. On remarque la finesse des incisions pour le feston de la chevelure, l'œil, le sourcil ; le trait de contour pour la ligne du front et du nez du sphinx de gauche ; des rehauts rouges derrière la ligne de l'épaule. Sur le fragment central, la tête et la queue d'un troisième sphinx vers la droite. Les rosettes de remplissage ont leur cœur rehaussé ; certains pétales s'allongent et s'espacent. Les points alignés en oblique sur trois rangs sont flanqués de doubles filets. La frise florale est particulière avec l'alternance de boutons de lotus, rehaussés de rouge au-dessus de l'incision en V, et de palmettes, au cœur rehaussé de rouge, montées sur volutes (fig. 2, p. 188 et 130). Deux traits horizontaux sont incisés à la base de chaque élément floral. Un point orne l'intérieur des rinceaux qui forment des triangles incurvés. Une bande vernie avant la pointe des arêtes rayonnantes. L'attribution est suggérée par l'orientation à l'envers de la frise figurée, la zone secondaire constituée de points alignés en oblique sur trois rangs, le type de la frise florale qui n'apparaît que deux fois dans l'atelier, ici et sur 140, un plat dont les rosettes de remplissage, le tracé des godrons et le profil accentué des visages, aux nez pointus, aux mentons en galoche, conforte l'unité du groupe à figures noires. Les sphinx affrontés rappellent US. Les lignes sont plus douces sur L'exemplaire au trait, mais Le dessin très fin est, par ailleurs, très proche. "
1373;"<div>Quarante-deux fragments d'une lékanè, dont on peut restituer la composition de toute la frise animalière. Diam. : 30 cm. Ht. du rebord : 9 mm. Ép. du rebord : 9 mm ; de la vasque : 5-6 mm. Publication partielle dans BCH 100 (1976), p. 780, fig. 29 : la pièce a été trouvée près de l'autel monumental sur la terrasse inférieure, en association avec une céramique fine du VIe siècle. Les auteurs remarquent l'absence de figures rouges attiques. Les vases les plus récents sont des coupes de Droop ; le remblai a été constitué à la fin du w siècle (cf. BCH 101 [1977], p. 687-692). Profil fig. 5, p. 197. A 4310 (après restauration). R 4378, 2. Pl. xx:xn. Sur le rebord, de courtes languettes. Un filet noir entre Le rebord et le bord. Sur ce dernier, des sigmas ouverts à droite, dans le sens de leur tracé (sur un vase à l'envers). À la naissance de la vasque, une frise animalière flanquée de deux zones de carrés simples entre des filets doubles. Une panthère audessus de chaque anse. Sur une face, une biche affrontée à un lion, une sirène à l'aile en fauci!Je vers la droite qui retourne la tête vers ce groupe. Sur l'autre face, la composition est convergente autour de la panthère centrale, encadrée d'une biche et d'une sirène, aux ailes déployées. Des rehauts rouges sont visibles sur les encolures, entre les incisions des côtes et des arrière-trains, sur le départ de la queue et sur une bande de l'aile des sirènes, sur la crinière du Lion. On observe la particularité de la ligne rouge qui reprend, à l'intérieur, l'incision sinueuse de l'omoplate. Un rehaut blanc souligne la ligne des ventres. Les rosettes de remplissage ont un cœur rehaussé de rouge, cerclé en général d'une incision. Sous la biche affrontée au lion, la rosette a un cœur doublement incisé. En revanche sur ce!Je qui figure sous le lion, le peintre a omis les incisions. Les godrons sont rehaussés de rouge de deux en deux. Le feston est collé au filet. Des arêtes rayonnantes, ne sont conservées que les pointes. À l'intérieur, un filet rouge sur l'arête du rebord, un autre conservé entre le bord et la vasque, trois à la hauteur des têtes. Du fait de son bon état de conservation, il s'agit là d'une pièce maîtresse pour fixer la chronologie relative du groupe à figures noires. L'allure ancienne des incisions la situe haut dans la série. Le masque, encore complexe, des panthères témoigne d'une recherche pour rendre le volume : l'arête sur le plat du nez se prolonge vers le bas par des babines arrondies et, vers le haut, par la double barre des arcades sourcilières qui donnent l'impression de surplomber les yeux ; les deux angles des yeux sont notés; l'omoplate et les côtes sont rendues par des incisions sinueuses; les rosettes ont des pétales aérés et non perlés, contrairement à son confrère chiote, mais la tendance n'est pas encore à leur allongement démesuré.</div>"
